0,10000,121,0,1,9878
0,10000,138,0,2,9860
1,10000,162,0,2,9836
2,10000,194,0,2,9804
3,10000,224,0,2,9774
4,10000,256,0,2,9742
5,10000,287,0,4,9709
6,10000,336,0,4,9660
7,10000,396,0,4,9600
8,10000,449,0,5,9546
9,10000,520,0,7,9473
10,10000,566,0,7,9427
11,10000,618,0,8,9374
12,10000,572,117,9,9302
13,10000,626,135,12,9227
14,10000,670,159,13,9158
15,10000,719,190,15,9076
16,10000,754,220,15,9011
17,10000,802,252,16,8930
18,10000,847,284,19,8850
19,10000,884,332,19,8765
20,10000,910,390,20,8680
21,10000,933,444,21,8602
22,10000,943,516,24,8517
23,10000,987,562,28,8423
24,10000,1014,615,31,8340
25,10000,1032,687,34,8247
26,10000,1031,760,36,8173
27,10000,1033,827,37,8103
28,10000,1038,906,42,8014
29,10000,1058,971,46,7925
30,10000,1064,1047,53,7836
31,10000,1087,1125,57,7731
32,10000,1095,1208,62,7635
33,10000,1099,1290,68,7543
34,10000,1107,1361,70,7462
35,10000,1122,1442,72,7364
36,10000,1109,1533,76,7282
37,10000,1115,1610,81,7194
38,10000,1121,1700,87,7092
39,10000,1136,1768,89,7007
40,10000,1155,1834,92,6919
41,10000,1151,1920,97,6832
42,10000,1152,2005,100,6743
43,10000,1136,2090,100,6674
44,10000,1113,2192,107,6588
45,10000,1091,2286,112,6511
46,10000,1083,2378,115,6424
47,10000,1081,2455,116,6348
48,10000,1073,2548,119,6260
49,10000,1070,2626,123,6181
50,10000,1082,2708,125,6085
51,10000,1052,2805,127,6016
52,10000,1037,2887,129,5947
53,10000,1042,2970,131,5857
54,10000,1028,3051,134,5787
55,10000,1018,3138,137,5707
56,10000,1011,3205,143,5641
57,10000,1001,3290,145,5564
58,10000,987,3363,146,5504
59,10000,978,3446,146,5430
60,10000,970,3520,147,5363
61,10000,936,3606,152,5306
62,10000,904,3683,153,5260
63,10000,864,3778,156,5202
64,10000,851,3842,161,5146
65,10000,846,3908,162,5084
66,10000,822,3997,164,5017
67,10000,805,4064,167,4964
68,10000,792,4140,169,4899
69,10000,782,4201,172,4845
70,10000,765,4275,173,4787
71,10000,764,4332,175,4729
72,10000,733,4404,177,4686
73,10000,716,4469,180,4635
74,10000,699,4525,182,4594
75,10000,701,4570,183,4546
76,10000,697,4625,186,4492
77,10000,683,4681,189,4447
78,10000,655,4738,195,4412
79,10000,624,4803,198,4375
80,10000,605,4855,199,4341
81,10000,578,4919,202,4301
82,10000,567,4966,203,4264
83,10000,557,5024,203,4216
84,10000,533,5080,208,4179
85,10000,518,5123,209,4150
86,10000,504,5173,209,4114
87,10000,497,5212,211,4080
88,10000,484,5258,212,4046
89,10000,469,5306,212,4013
90,10000,451,5349,212,3988
91,10000,443,5383,214,3960
92,10000,438,5420,215,3927
93,10000,448,5450,215,3887
94,10000,445,5489,217,3849
95,10000,442,5524,218,3816
96,10000,431,5571,218,3780
97,10000,420,5607,220,3753
98,10000,424,5634,221,3721
99,10000,406,5670,224,3700
100,10000,400,5704,225,3671
101,10000,383,5738,228,3651
102,10000,378,5770,229,3623
103,10000,377,5795,230,3598
104,10000,370,5822,231,3577
105,10000,369,5854,232,3545
106,10000,360,5891,232,3517
107,10000,345,5925,233,3497
108,10000,338,5956,233,3473
109,10000,327,5990,235,3448
110,10000,323,6015,236,3426
111,10000,312,6047,237,3404
112,10000,316,6068,237,3379
113,10000,311,6097,239,3353
114,10000,314,6116,240,3330
115,10000,312,6142,242,3304
116,10000,303,6167,243,3287
117,10000,294,6188,244,3274
118,10000,279,6220,244,3257
119,10000,272,6247,248,3233
120,10000,279,6264,248,3209
121,10000,285,6286,248,3181
122,10000,286,6310,248,3156
123,10000,285,6331,249,3135
124,10000,276,6353,249,3122
125,10000,264,6377,249,3110
126,10000,250,6402,249,3099
127,10000,249,6423,250,3078
128,10000,241,6449,251,3059
129,10000,240,6464,251,3045
130,10000,238,6477,252,3033
131,10000,235,6494,253,3018
132,10000,221,6518,253,3008
133,10000,210,6542,253,2995
134,10000,189,6570,254,2987
135,10000,172,6595,254,2979
136,10000,159,6613,256,2972
137,10000,153,6626,256,2965
138,10000,147,6637,256,2960
139,10000,142,6648,257,2953
140,10000,126,6668,258,2948
141,10000,120,6686,258,2936
142,10000,114,6700,258,2928
143,10000,107,6712,258,2923
144,10000,99,6726,258,2917
145,10000,97,6736,258,2909
146,10000,98,6749,258,2895
147,10000,93,6757,259,2891
148,10000,90,6765,259,2886
149,10000,89,6770,259,2882
