188,10000,106,3733,138,6023
189,10000,108,3742,138,6012
190,10000,117,3744,138,6001
191,10000,115,3756,138,5991
192,10000,118,3763,138,5981
193,10000,122,3768,138,5972
194,10000,123,3778,138,5961
195,10000,123,3787,138,5952
196,10000,120,3795,138,5947
197,10000,124,3803,139,5934
198,10000,127,3807,139,5927
199,10000,131,3816,139,5914
200,10000,132,3823,139,5906
201,10000,128,3838,139,5895
202,10000,119,3849,139,5893
203,10000,116,3860,139,5885
204,10000,114,3870,139,5877
205,10000,111,3880,140,5869
206,10000,107,3889,140,5864
207,10000,102,3899,140,5859
208,10000,104,3908,140,5848
209,10000,108,3913,141,5838
210,10000,106,3926,142,5826
211,10000,103,3933,143,5821
212,10000,99,3946,143,5812
213,10000,94,3954,144,5808
214,10000,86,3965,145,5804
215,10000,92,3967,146,5795
216,10000,88,3975,146,5791
217,10000,87,3982,146,5785
218,10000,80,3990,146,5784
219,10000,81,3995,147,5777
220,10000,81,3999,149,5771
221,10000,76,4009,150,5765
222,10000,72,4019,150,5759
223,10000,69,4028,150,5753
224,10000,67,4033,150,5750
225,10000,62,4042,152,5744
226,10000,62,4046,152,5740
227,10000,63,4049,152,5736
228,10000,59,4058,152,5731
229,10000,59,4061,152,5728
230,10000,60,4066,152,5722
231,10000,60,4067,152,5721
232,10000,57,4073,152,5718
233,10000,58,4078,152,5712
234,10000,59,4084,152,5705
235,10000,56,4090,152,5702
236,10000,56,4095,152,5697
237,10000,56,4098,152,5694
238,10000,55,4104,152,5689
239,10000,54,4108,152,5686
240,10000,55,4112,152,5681
241,10000,54,4117,152,5677
242,10000,51,4120,153,5676
243,10000,49,4126,153,5672
244,10000,50,4127,153,5670
245,10000,48,4130,153,5669
246,10000,44,4136,153,5667
247,10000,38,4143,153,5666
248,10000,36,4146,153,5665
249,10000,31,4151,154,5664
250,10000,30,4154,154,5662
251,10000,28,4159,154,5659
252,10000,25,4161,155,5659
253,10000,21,4166,155,5658
254,10000,21,4169,155,5655
255,10000,23,4170,155,5652
256,10000,19,4174,155,5652
257,10000,19,4175,155,5651
258,10000,19,4176,155,5650
259,10000,18,4178,155,5649
260,10000,18,4179,155,5648
261,10000,17,4180,155,5648
262,10000,17,4181,155,5647
263,10000,15,4183,155,5647
264,10000,15,4186,155,5644
265,10000,16,4186,155,5643
266,10000,18,4187,155,5640
267,10000,15,4190,155,5640
268,10000,13,4193,155,5639
269,10000,13,4193,155,5639
270,10000,13,4194,155,5638
271,10000,13,4195,155,5637
272,10000,14,4196,155,5635
273,10000,13,4197,155,5635
274,10000,16,4197,155,5632
275,10000,17,4198,155,5630
276,10000,18,4198,155,5629
277,10000,14,4201,156,5629
278,10000,15,4202,156,5627
279,10000,12,4205,156,5627
280,10000,12,4205,156,5627
281,10000,11,4206,156,5627
282,10000,11,4206,156,5627
283,10000,10,4207,156,5627
284,10000,10,4207,156,5627
285,10000,8,4209,156,5627
286,10000,8,4209,156,5627
287,10000,5,4212,156,5627
288,10000,3,4214,156,5627
289,10000,2,4215,156,5627
290,10000,1,4215,157,5627
291,10000,0,4216,157,5627
